Provincia,Partido,Localidad,ADSL,DIALUP,FIBRAOPTICA,4G,TELEFONIAFIJA,SATELITAL
SANTA FE,,,No,,,Si,No,No
SANTA FE,,Cavour,No,,No,No,,No
SANTA FE,,,No,,,No,,
SANTA FE,Las Colonias,,No,No,,Si,Si,No
,Las Colonias,Empalme San Carlos,,No,No,,Si,No
SANTA FE,Las Colonias,Esperanza,,No,Si,,Si,Si
SANTA FE,Las Colonias,,No,No,,Si,Si,No
SANTA FE,,,Si,,Si,Si,,
,Las Colonias,Grutly,Si,No,No,Si,Si,No
,Las Colonias,Hipatia,,No,No,,No,No
SANTA FE,,Humboldt,Si,,Si,Si,,
SANTA FE,Las Colonias,,No,No,,No,,
SANTA FE,Las Colonias,,No,No,,Si,Si,No
SANTA FE,,,Si,,,Si,,Si
SANTA FE,Las Colonias,María Luisa,,No,No,,Si,
,Las Colonias,Matilde,,No,No,,Si,
SANTA FE,,Nuevo Torino,Si,,No,Si,,No
SANTA FE,Las Colonias,,Si,No,,Si,Si,No
SANTA FE,,,No,,,No,,
SANTA FE,Las Colonias,,No,No,,Si,Si,
,Las Colonias,Providencia,,No,No,,Si,No
SANTA FE,Las Colonias,Sa Pereyra,,No,No,,Si,No
,Las Colonias,San Agustín,,No,No,,Si,No
,Las Colonias,San Carlos Centro,Si,No,Si,Si,Si,
SANTA FE,Las Colonias,,No,No,,Si,Si,No
SANTA FE,,San Carlos Sud,Si,,No,Si,,No
,Las Colonias,San Jerónimo del Sauce,No,No,Si,Si,Si,
,Las Colonias,San Jerónimo Norte,,No,Si,,Si,No
SANTA FE,Las Colonias,,No,No,,No,Si,No
SANTA FE,,,No,,,Si,,No
SANTA FE,Las Colonias,Santo Domingo,,No,No,,Si,
,Iriondo,Classon,,No,Si,,Si,No
,Iriondo,Colonia Médici,No,No,No,No,No,No
SANTA FE,Iriondo,Correa,,No,Si,,Si,No
SANTA FE,,Larguía,No,,No,No,,No
SANTA FE,,,No,No,,Si,Si,
,Iriondo,Oliveros,,No,Si,,No,No
,Iriondo,Pueblo Andino,No,No,No,Si,Si,No
,Iriondo,Salto Grande,Si,No,No,,Si,No
SANTA FE,Iriondo,Serodino,,No,Si,,Si,No
SANTA FE,,Totoras,Si,,Si,Si,,No
SANTA FE,Iriondo,,Si,No,,Si,Si,
SANTA FE,,,No,,,No,,No
SANTA FE,,Villa La Rivera (Pueblo Andino),No,,No,No,,Si
,La Capital,Angel Gallardo,,No,No,,No,
,Rosario,Fighiera,Si,No,No,Si,Si,No
SANTA FE,,Funes,Si,,Si,Si,,Si
SANTA FE,Rosario,,Si,No,,Si,,Si
SANTA FE,Rosario,Granadero Baigorria,,No,Si,,Si,
,Rosario,Ibarlucea,No,No,Si,Si,Si,
SANTA FE,Rosario,,No,No,,Si,No,Si
SANTA FE,,,No,,,No,,No
SANTA FE,,Monte Flores,Si,,No,Si,,
SANTA FE,,,Si,,,Si,,Si
,Rosario,Piñero (Est. Erasto),No,No,Si,Si,No,No
,Rosario,Pueblo Esther,,No,Si,,Si,Si
SANTA FE,,,No,,,Si,Si,No
SANTA FE,,Pueblo Uranga,Si,,Si,Si,,
SANTA FE,,,No,,,Si,,No
SANTA FE,Rosario,,Si,Si,,Si,Si,Si
,Rosario,Soldini,,No,No,,Si,No
SANTA FE,Rosario,Villa Amelia,,No,Si,,Si,
SANTA FE,Rosario,Villa del Plata,,No,No,,Si,No
,Rosario,Villa Gobernador Gálvez,Si,No,Si,Si,Si,No
SANTA FE,Rosario,,Si,,,Si,Si,
SANTA FE,,Aguará Grande,No,,No,No,,
,San Cristóbal,Ambrosetti,No,No,No,Si,Si,Si
,San Cristóbal,Arrufo,,No,Si,,Si,No
SANTA FE,San Cristóbal,,No,No,,No,No,Si
SANTA FE,,,No,,,No,,
SANTA FE,San Cristóbal,Ceres,,No,No,,Si,No
,San Cristóbal,Colonia Ana,,No,No,,No,No
,San Cristóbal,Colonia Bossi,Si,No,Si,Si,No,
SANTA FE,San Cristóbal,Colonia Rosa,,No,No,,No,No
SANTA FE,,Constanza,No,,No,No,,No
SANTA FE,San Cristóbal,,No,No,,No,,No
,San Cristóbal,Hersilia,,No,No,,Si,
,San Cristóbal,Huanqueros,No,No,No,Si,No,
SANTA FE,San Cristóbal,La Cabral,,No,No,,Si,Si
,San Cristóbal,La Lucila,,No,No,,No,No
SANTA FE,San Cristóbal,,No,No,,No,Si,
SANTA FE,,,No,,,No,,No
SANTA FE,,Las Palmeras,No,,No,Si,,No
SANTA FE,San Cristóbal,,Si,No,,Si,Si,No
,San Cristóbal,Monigotes,No,No,Si,Si,Si,No
,San Cristóbal,Ñanducita,,No,No,,No,
SANTA FE,,,Si,,,Si,,No
SANTA FE,,San Cristóbal,Si,,Si,Si,,Si
,San Cristóbal,San Guillermo,,No,Si,,Si,
SANTA FE,San Cristóbal,Santurce,,No,No,,No,
SANTA FE,,,No,,,Si,,No
SANTA FE,San Cristóbal,,No,No,,Si,Si,No
SANTA FE,,,No,No,,Si,No,No
SANTA FE,,Villa Trinidad,No,,No,Si,,
SANTA FE,San Javier,Alejandra,,No,No,,Si,Si
,San Javier,Cacique Ariacaiquín,No,No,No,Si,Si,No
SANTA FE,,Colonia Durán,No,,No,No,,
SANTA FE,,,No,,,Si,,No
SANTA FE,San Javier,,No,No,,Si,Si,No
SANTA FE,,,No,,Si,Si,,No
SANTA FE,San Jerónimo,Arocena,,No,No,,No,
,San Jerónimo,Balneario Monje,No,No,No,No,No,No
,San Jerónimo,Barrancas,Si,No,No,Si,Si,No
,San Jerónimo,Barrio Caima,,No,No,,No,No
SANTA FE,,Barrio El Pacaá - Barrio Comipini,No,,No,No,,
SANTA FE,,,No,,,Si,,
SANTA FE,San Jerónimo,Casalegno,,No,No,,Si,No
,San Jerónimo,Centeno,Si,No,No,Si,Si,No
SANTA FE,,Coronda,Si,,Si,Si,,
SANTA FE,San Jerónimo,,Si,No,,Si,Si,No
,San Jerónimo,Díaz,,No,Si,,Si,No
SANTA FE,San Jerónimo,Gaboto,,No,No,,Si,No
,San Jerónimo,Gálvez,,No,Si,,Si,Si
,San Jerónimo,Gessler,Si,No,Si,Si,Si,
SANTA FE,,,No,,,Si,,No
SANTA FE,,Larrechea,No,,No,Si,,No
,San Jerónimo,Loma Alta,Si,No,Si,No,Si,
,San Jerónimo,López (Est. San Martín de Tours),,No,No,,Si,
,San Jerónimo,Maciel,Si,No,No,Si,Si,No
,San Jerónimo,Monje,,No,Si,,Si,No
SANTA FE,,Puerto Aragón,No,,No,No,,No
SANTA FE,,,No,,,Si,,
SANTA FE,San Jerónimo,,Si,No,,No,Si,No
SANTA FE,,San Genaro,Si,,Si,Si,,No
SANTA FE,San Jerónimo,San Genaro Norte,,No,Si,,Si,
,San Justo,Angeloni,No,No,No,,No,No
SANTA FE,,,No,,,No,,No
SANTA FE,San Justo,,No,No,,Si,No,No
,San Justo,Esther,,No,No,,No,
,San Justo,Gobernador Crespo,Si,No,No,Si,Si,
SANTA FE,,,Si,,,Si,,No
SANTA FE,,La Penca y Caraguatá,No,,No,No,,No
SANTA FE,,Marcelino Escalada,Si,,,Si,,
SANTA FE,San Justo,,No,No,,No,Si,
,Río Grande,Río Grande,Si,Si,Si,Si,Si,Si
TIERRA DEL FUEGO,Río Grande,Tolhuin,,No,No,,Si,Si
TIERRA DEL FUEGO,Ushuaia,,No,No,,Si,No,Si
TIERRA DEL FUEGO,,,Si,,,Si,,
TUCUMAN,,7 de Abril,No,,No,No,,Si
TUCUMAN,,,No,,,Si,,No
,Burruyacú,El Chañar,No,No,No,Si,Si,
,Burruyacú,El Naranjo,,No,No,,No,
TUCUMAN,Burruyacú,Garmendia,,No,No,,Si,No
,Burruyacú,La Ramada,No,No,No,Si,Si,No
TUCUMAN,Burruyacú,,No,No,,Si,No,
TUCUMAN,,,No,,,Si,,
,Burruyacú,Villa Benjamín Aráoz,,No,No,,Si,No
SAN LUIS,La Capital,Los Algarrobos Blancos,,No,No,,No,No
SAN LUIS,,,No,,,No,,No
SAN LUIS,,Potrero de los Funes,No,,No,Si,,
,La Capital,Pozo Del Carril,,No,No,,No,No
,La Capital,Salinas del Bebedero,No,No,No,No,Si,No
,La Capital,San Jerónimo,,No,No,,No,
SAN LUIS,La Capital,San Luis,,Si,Si,,Si,Si
SAN LUIS,,San Roque,No,,No,Si,,No
SAN LUIS,La Capital,,No,No,,No,No,No
SAN LUIS,La Capital,Varela,,No,No,,No,
,La Capital,Zanjitas,,No,No,,No,
,Libertador Grl. San Martín,Barranca Alta,No,No,No,No,No,No
SAN LUIS,Libertador Grl. San Martín,Cabeza De Novillo,,No,No,,No,No
SAN LUIS,,Casa De Los Tigres,No,,No,No,,No
SAN LUIS,Libertador Grl. San Martín,,No,No,,No,,
SAN LUIS,Libertador Grl. San Martín,,No,No,,No,No,No
SAN LUIS,,,No,,,No,,No
SAN LUIS,Libertador Grl. San Martín,El Puesto,,No,No,,No,
,Libertador Grl. San Martín,La Cocha,,No,No,,No,No
SAN LUIS,,La Ramada,No,,No,No,,No
SAN LUIS,Libertador Grl. San Martín,,No,No,,No,No,No
SAN LUIS,Libertador Grl. San Martín,La Vertiente,,No,No,,No,
,Libertador Grl. San Martín,Las Aguadas,No,No,No,No,No,
SAN LUIS,Libertador Grl. San Martín,,No,,,No,Si,No
SAN LUIS,,Planta De Sandia,No,,No,No,,No
SAN LUIS,,,No,,,No,,
SAN LUIS,Libertador Grl. San Martín,,No,No,,No,No,
,Libertador Grl. San Martín,Rincon Del Carmen,,No,No,,No,No
SAN LUIS,Libertador Grl. San Martín,San Fernando,,No,No,,No,No
SAN LUIS,Libertador Grl. San Martín,,No,No,,No,No,No
SAN LUIS,,,Si,,Si,No,,
SAN LUIS,,,No,No,,No,No,No
SAN LUIS,,Tala Verde,No,,No,No,,No
SAN LUIS,Libertador Grl. San Martín,Villa de Praga,,No,No,,Si,
,Corpen Aike,Comandante Luis Piedrabuena,Si,Si,No,Si,Si,Si
,Corpen Aike,Puerto Santa Cruz,,Si,Si,,Si,Si
SANTA CRUZ,Deseado,Caleta Olivia,,No,Si,,No,Si
SANTA CRUZ,,,No,,,No,,
SANTA CRUZ,Deseado,,No,No,,Si,No,
SANTA CRUZ,Deseado,Jaramillo,,No,No,,Si,Si
,Deseado,Koluel Kaike,No,No,No,Si,No,No
SANTA CRUZ,,Las Heras,No,,Si,Si,,
SANTA CRUZ,Deseado,,No,No,,Si,No,Si
,Deseado,Puerto Deseado,Si,Si,No,Si,Si,Si
,Deseado,Tellier,,No,No,,No,Si
SANTA CRUZ,Güer Aike,28 de Noviembre,,No,Si,,Si,Si
,Güer Aike,El Turbio (Est. Gobernador Mayer),,No,No,,No,
SANTA CRUZ,Güer Aike,,No,No,,Si,No,No
SANTA CRUZ,,,No,,,No,,Si
,Güer Aike,Río Gallegos,No,Si,Si,,Si,
SANTA CRUZ,Güer Aike,Rospentek,,No,No,,Si,
,Güer Aike,Yacimientos Río Turbio,,No,No,,Si,Si
,Lago Argentino,El Calafate,Si,No,Si,Si,Si,Si
SANTA CRUZ,,,No,,,No,,
SANTA CRUZ,,Tres Lagos,No,,No,No,,Si
SANTA CRUZ,,Los Antiguos,No,,No,Si,,Si
SANTA CRUZ,Lago Buenos Aires,,No,Si,,Si,Si,Si
,Magallanes,Puerto San Julián,,Si,No,,Si,Si
SANTA CRUZ,Río Chico,Bajo Caracoles,,No,No,,Si,
SANTA CRUZ,Río Chico,,No,No,,No,Si,Si
SANTA CRUZ,,,No,,,No,,No
,9 de Julio,Campo Garay,No,No,No,No,No,
,9 de Julio,Esteban Rams,,No,No,,Si,
SANTA FE,,Gato Colorado,No,,No,Si,,Si
SANTA FE,,,No,,,Si,,Si
SANTA FE,9 de Julio,,No,No,,No,No,No
SANTA FE,,,Si,,,Si,,
SANTA FE,9 de Julio,Montefiore,,No,No,,Si,Si
,9 de Julio,Pozo Borrado,No,No,No,Si,Si,No
SANTA FE,,,No,,,No,,
SANTA FE,9 de Julio,,No,No,,Si,Si,Si
SANTA FE,,Tostado,Si,,,Si,,Si
SANTA FE,9 de Julio,,No,No,,Si,Si,Si
,Belgrano,Armstrong,Si,No,Si,Si,Si,
SANTA FE,Belgrano,Bouquet,,No,No,,Si,
,Belgrano,Las Parejas,,No,Si,,Si,No
,Belgrano,Las Rosas,Si,No,Si,Si,Si,No
SANTA FE,,,Si,,,Si,,
SANTA FE,,Tortugas,Si,,No,Si,,Si
,Caseros,Arequito,Si,No,No,Si,Si,No
SANTA FE,Caseros,Arteaga,,No,No,,Si,No
SANTA FE,Caseros,,No,No,,Si,Si,No
SANTA FE,,Bigand,Si,,No,Si,,
SANTA FE,Caseros,Casilda,,No,Si,,Si,No
,Caseros,Chabás,Si,No,Si,,Si,No
,Caseros,Chañar Ladeado,Si,No,Si,Si,Si,
,Castellanos,Bauer y Sigel,,No,No,,Si,No
SANTA FE,,Bella Italia,Si,,Si,Si,,No
SANTA FE,,,No,,,No,,No
,Castellanos,Colonia Bicha,,No,Si,,No,
,Castellanos,Colonia Cello,No,No,No,Si,Si,
,Castellanos,Colonia Margarita,No,No,No,No,Si,No
,Castellanos,Colonia Raquel,,No,Si,,Si,No
SANTA FE,,Coronel Fraga,No,,No,No,,
SANTA FE,,,No,,,Si,,No
SANTA FE,Castellanos,,No,No,,Si,Si,No
SANTA FE,,,No,,,Si,,No
SANTA FE,Castellanos,Estacion Presidente Roca,,No,No,,No,No
,Castellanos,Estación Saguier,No,No,No,No,No,
SANTA FE,,,Si,,,Si,,No
SANTA FE,Castellanos,,No,No,,No,No,No
,Castellanos,Frontera,,No,No,,No,
,Castellanos,Garibaldi,No,No,No,No,Si,
SANTA FE,,,No,,,Si,,No
SAN LUIS,,Villa Mercedes,Si,,Si,Si,,No
SAN LUIS,,Villa Reynolds,No,,No,Si,,
SAN LUIS,General Pedernera,,No,No,,No,No,
,Gobernador Dupuy,Anchorena,,Si,No,,Si,No
SAN LUIS,Gobernador Dupuy,Arizona,,Si,No,,Si,No
SAN LUIS,Gobernador Dupuy,,No,No,,No,Si,
SAN LUIS,,,No,,,No,,Si
SAN LUIS,,Buena Esperanza,No,,No,Si,,Si
SAN LUIS,Gobernador Dupuy,,No,No,,Si,Si,Si
,Gobernador Dupuy,Fortuna,No,Si,No,No,Si,
,Gobernador Dupuy,La Maroma,,No,No,,Si,
SAN LUIS,Gobernador Dupuy,Los Overos,,No,No,,No,No
,Gobernador Dupuy,Martín de Loyola,,No,No,,No,Si
SAN LUIS,Gobernador Dupuy,,No,No,,No,Si,
SAN LUIS,,,No,,,No,,
,Gobernador Dupuy,Nueva Galia,No,No,No,,Si,No
SANTA FE,Castellanos,Humberto Primo,,No,Si,,Si,No
SANTA FE,,,Si,No,,Si,Si,
SANTA FE,,Lehmann,Si,,Si,Si,,No
SANTA FE,Castellanos,María Juana,,No,Si,,Si,No
,Castellanos,Nueva Lehmann,No,No,No,No,No,No
,Castellanos,Plaza Clucellas,,No,No,,Si,No
SANTA FE,Castellanos,Plaza Saguier,,No,No,,No,
SANTA FE,,,No,,,Si,,No
SANTA FE,Castellanos,,No,No,,No,No,No
SANTA FE,Castellanos,Rafaela,,No,Si,,Si,
,Castellanos,Ramona,Si,No,No,Si,Si,No
SANTA FE,Castellanos,San Antonio,,No,No,,No,No
,Castellanos,San Vicente,Si,No,No,Si,Si,No
SANTA FE,Castellanos,,Si,,,Si,Si,No
SANTA FE,,Sunchales,Si,,Si,Si,,
SANTA FE,,,No,,,Si,,No
SANTA FE,Castellanos,,Si,No,,Si,Si,No
,Castellanos,Vila,,No,No,,Si,
SANTA FE,Castellanos,Villa Josefina,,No,No,,No,No
SANTA FE,Castellanos,,No,No,,No,Si,No
SANTA FE,,,No,,No,No,,No
,Castellanos,Zenón Pereyra,No,No,No,Si,No,
SANTA FE,Constitución,Alcorta,,No,Si,,Si,
SANTA FE,,Barrio Arroyo del Medio,No,,No,No,,No
SANTA FE,Constitución,,No,No,,Si,,No
SANTA FE,Constitución,,Si,No,,Si,Si,
SANTA FE,,,No,,,Si,,
SANTA FE,Constitución,Cepeda,,No,No,,No,No
,Constitución,Empalme Villa Constitución,,No,No,,Si,No
SANTA FE,,Firmat,No,,No,No,,No
SANTA FE,Constitución,,Si,No,,Si,No,
SANTA FE,,,No,,,Si,,No
SANTA FE,,Juan B. Molina,Si,,No,Si,,No
,Constitución,Juncal,,No,Si,,Si,
,Constitución,La Vanguardia,No,No,Si,No,Si,
,Constitución,Máximo Paz (Est. Paz),,No,No,,Si,No
SANTA FE,Constitución,Pavón,,No,No,,Si,No
SANTA FE,,Pavón Arriba,No,,Si,Si,,
SANTA FE,Constitución,,No,No,,Si,Si,
SANTA FE,Constitución,Rueda,,No,No,,Si,No
,Constitución,Santa Teresa,,No,Si,,Si,No
SANTA FE,,Sargento Cabral,No,,Si,Si,,No
SANTA FE,,,No,,,Si,,
,Constitución,Theobald,No,No,No,Si,Si,No
,Constitución,Villa Constitución,,No,Si,,Si,No
SANTA FE,Garay,Cayastá,,No,No,,Si,
,Garay,Helvecia,No,No,No,Si,Si,No
SANTA FE,Garay,,No,No,,Si,Si,No
SANTA FE,,,No,,,Si,,Si
,Garay,Santa Rosa de Calchines,,No,No,,Si,No
SANTA FE,General López,Aarón Castellanos (Est. Castellanos),,No,No,,Si,
,General López,Amenábar,Si,No,No,Si,Si,No
SANTA FE,General López,Cafferata,,No,Si,,No,No
SAN JUAN,,,No,,Si,Si,,
SAN JUAN,Jáchal,,No,No,,No,Si,No
SAN JUAN,,,No,,,No,,No
SAN JUAN,,Villa Mercedes,No,,No,Si,,Si
,Pocito,Barrio Municipal,,No,No,,No,No
,Pocito,Barrio Ruta 40,No,No,No,Si,No,
SAN JUAN,,Carpintería,No,,No,Si,,No
SAN JUAN,Pocito,,No,,,Si,No,No
SAN JUAN,Pocito,Las Piedritas,,No,No,,No,
,Pocito,Quinto Cuartel,,No,No,Si,Si,
SAN JUAN,Pocito,,No,No,,Si,No,No
SAN JUAN,,Villa Aberastain - La Rinconada,Si,,No,No,,Si
SAN JUAN,,Villa Barbosa - Villa Nacusi,No,,No,Si,,No
SAN JUAN,,,No,,,Si,,
,Pocito,Villa Centenario,No,No,No,Si,No,No
,Pocito,Villa Nacusi,,No,No,,No,No
SAN JUAN,Rawson,,No,No,,No,,
SANTA FE,,Cañada del Ucle,Si,,No,No,,No
SANTA FE,,Carmen,No,,No,Si,,No
SANTA FE,General López,,No,No,,Si,Si,No
,General López,Chapuy,,No,No,,Si,
SANTA FE,General López,Chovet,,No,No,,Si,
,General López,Christophersen,,No,Si,,Si,No
,General López,Diego de Alvear,Si,No,Si,Si,Si,No
SANTA FE,,,Si,,,Si,,No
SANTA FE,,Firmat,Si,,Si,Si,,
,General López,Hughes,No,No,Si,Si,Si,No
,General López,La Chispa,,No,No,,Si,No
SANTA FE,General López,,Si,No,,Si,Si,
SALTA,,,No,,Si,Si,,Si
SALTA,La Candelaria,La Candelaria,,No,Si,,Si,No
,La Poma,Cobres,No,No,No,No,No,No
,La Poma,La Poma,No,No,Si,No,No,No
,La Viña,Ampascachi,,No,No,,No,
SALTA,,Cabra Corral,No,,No,Si,,No
SALTA,,,Si,,,Si,,Si
SALTA,La Viña,La Viña,,No,Si,,Si,
,La Viña,Talapampa,No,No,No,No,No,
,Los Andes,Olacapato,,No,Si,,No,Si
SALTA,Los Andes,San Antonio de los Cobres,,No,Si,,Si,Si
SALTA,,,No,,,No,,
SALTA,Los Andes,,No,No,,Si,No,Si
SALTA,,,Si,No,,Si,Si,Si
SALTA,,El Tunal,No,,Si,Si,,Si
SALTA,Metán,Lumbreras,,No,Si,,No,No
,Grl. José de San Martín,Padre Lozano,No,No,No,Si,No,
SALTA,,Piquirenda,No,,Si,No,,No
SALTA,,,Si,,,Si,,Si
SALTA,Grl. José de San Martín,Recaredo,,No,No,,No,
,Grl. José de San Martín,Tartagal,,No,Si,,Si,Si
SALTA,Grl. José de San Martín,,No,No,,No,No,No
SALTA,,,No,,,No,,No
SALTA,,Yacuy,No,,Si,Si,,
SALTA,Guachipas,,No,No,,Si,Si,
,Iruya,Iruya,No,No,Si,No,No,No
,Iruya,Isla de Cañas,,No,No,,No,No
SALTA,,,No,,,No,,
SALTA,,La Caldera,No,,Si,Si,,Si
SALTA,La Caldera,,Si,No,,Si,Si,No
SALTA,,,No,,,Si,,Si
SALTA,Metán,Metán Viejo,,No,Si,,No,
,Metán,Presa El Tunal,,No,No,,No,
,Metán,Río Piedras,Si,No,Si,Si,Si,Si
SALTA,Metán,San José de Metán,,No,Si,,Si,Si
SALTA,,San José de Orquera,No,,Si,No,,
SALTA,Molinos,,No,No,,No,,No
,Molinos,Molinos,,No,Si,,Si,No
,Molinos,Seclantás,No,No,Si,Si,Si,Si
SALTA,,,No,,,Si,,Si
SALTA,Orán,,No,No,,Si,Si,
,Orán,El Tabacal,,No,Si,,Si,No
SALTA,Orán,Hipólito Yrigoyen,,No,Si,,Si,Si
SALTA,Orán,La Misión,,No,No,,No,
,Orán,Pichanal,Si,No,Si,Si,Si,Si
SANTA FE,General López,,Si,,,Si,Si,No
SANTA FE,,María Teresa,Si,,No,Si,,No
,General López,Melincué (Est. San Urbano),No,No,No,Si,Si,
,General López,Miguel Torres,,No,No,,No,
SANTA FE,General López,Murphy,,No,Si,,Si,No
,General López,Rufino,Si,No,Si,Si,Si,No
SANTA FE,General López,,Si,No,,Si,Si,No
SANTA FE,,,No,,,Si,,
SANTA FE,,San Gregorio,Si,,Si,Si,,No
SANTA FE,,,Si,,,Si,,Si
,Sarmiento,Cienaguita,No,No,Si,No,No,
,Sarmiento,Colonia Fiscal,,No,No,,No,No
SAN JUAN,,,No,,,Si,Si,No
SAN JUAN,,Guanacache,No,,No,Si,,No
,Sarmiento,Las Lagunas,No,No,No,,No,Si
SAN JUAN,Sarmiento,Los Berros,,No,Si,,Si,
SAN JUAN,,Pedernal,No,,No,Si,,No
SAN JUAN,Sarmiento,,No,No,,Si,Si,No
SAN JUAN,,,No,,,Si,,
SAN JUAN,,Villa Ibáñez,No,,No,Si,,
,Valle Fértil,Astica,,No,No,,Si,No
,Valle Fértil,Balde del Rosario,No,No,No,No,Si,No
SAN JUAN,,Chucuma,No,,No,No,,No
SAN JUAN,Valle Fértil,,No,No,,Si,,
SAN JUAN,,Usno,No,,No,No,,No
SAN JUAN,,,No,,,Si,,Si
,Zonda,Villa Basilio Nievas,No,No,No,Si,Si,
,Ayacucho,Balde De Los Torres,,No,No,,No,No
SAN LUIS,Ayacucho,Balde Del Carmen,,No,No,,No,No
,Ayacucho,Balde Retamo,,No,No,No,No,No
SAN LUIS,Ayacucho,,No,No,,No,No,
SAN LUIS,,Candelaria,No,,No,Si,,
,Ayacucho,Carpinteria,,No,No,,No,No
SAN LUIS,Ayacucho,El Calden,,No,No,,No,No
SAN LUIS,,,No,,,No,,
SAN LUIS,,El Rincon,No,,No,No,,No
,Ayacucho,El Vinagrillo,,No,No,,No,No
,Ayacucho,El Zapallar,No,No,No,No,No,No
,Ayacucho,La Aguada,No,No,No,No,No,No
SAN LUIS,Ayacucho,La Avenencia,,No,No,,No,
SAN LUIS,,,No,,No,No,,No
SAN LUIS,Ayacucho,,No,No,,No,No,No
SAN LUIS,Ayacucho,La Majada,,No,No,,No,
,Ayacucho,La Represita,,No,No,,No,
SAN LUIS,Ayacucho,La Salvadora,,No,No,,No,No
,Ayacucho,Las Chacras,No,No,No,No,No,No
SAN LUIS,Ayacucho,,No,No,,No,No,
SAN LUIS,,Las Lagunitas,No,,,No,,
SAN LUIS,,Leandro N. Alem,No,,No,No,,No
SAN LUIS,,,No,,,No,,No
,Ayacucho,Los Quemados,No,No,No,No,No,
,Ayacucho,Luján,,No,No,,Si,
SAN LUIS,,,No,No,,No,No,No
SAN LUIS,,Pozo Del Molle,No,,No,No,,No
,Ayacucho,Quines,No,No,No,,No,Si
SAN LUIS,Ayacucho,Río Juan Gómez,,No,No,,No,
SAN LUIS,,Rodeo De Cadenas,No,,No,No,,No
SAN LUIS,Belgrano,,No,No,,No,No,No
SAN LUIS,,,No,,,No,,
SAN LUIS,,Balcarce,No,,No,No,,No
,Chacabuco,Colonia Zubelzu,,No,No,,No,No
,Chacabuco,Concarán,No,No,No,Si,No,Si
SAN LUIS,,Cortaderas,No,,Si,Si,,No
SAN LUIS,Chacabuco,,No,No,,No,No,
SAN LUIS,Chacabuco,,No,No,,No,No,No
SAN LUIS,,,No,,,No,,No
SAN LUIS,Chacabuco,El Sauce,,No,No,,No,No
,Chacabuco,El Sifon,,No,No,,No,
,Chacabuco,El Tala,No,No,No,No,No,No
SAN LUIS,Chacabuco,La Celestina,,No,No,,No,No
SAN LUIS,,Las Rosas,No,,No,No,,
SAN LUIS,Chacabuco,,No,No,,Si,,No
,Chacabuco,Papagayos,,No,No,,No,No
,Chacabuco,Pozo Cavado,No,No,No,No,No,No
SAN LUIS,,,No,,,No,,
SAN LUIS,Chacabuco,,No,No,,No,No,
,Chacabuco,San Felipe,,No,No,,No,No
SAN LUIS,Chacabuco,San Miguel,,No,No,,No,No
SAN LUIS,Chacabuco,San Pablo,,No,No,,No,
,Chacabuco,Santa Martina,No,No,No,No,No,
SAN LUIS,,,No,,,Si,No,No
SAN LUIS,,Villa del Carmen,No,,No,Si,,No
,Ayacucho,San Francisco del Monte de Oro,No,No,No,Si,No,No
,Ayacucho,San Ignacio,,No,No,,No,
,Ayacucho,San Miguel,,No,No,,No,Si
SAN LUIS,Ayacucho,San Roque,,No,No,,No,No
SAN LUIS,,,No,,,No,,
SAN LUIS,Ayacucho,,No,No,,No,No,
SAN LUIS,,,No,No,,No,No,No
SAN LUIS,,Santo Domingo,No,,No,No,,No
SAN LUIS,Ayacucho,Talita,,No,No,,No,
,Belgrano,Arbol Solo,No,No,No,No,No,
SAN LUIS,,Bella Estancia,No,,No,No,,No
SAN LUIS,,,No,,,No,,No
SAN LUIS,Belgrano,El Barrial,,No,No,,No,
,Belgrano,El Milagro,,No,No,,No,No
SAN LUIS,Belgrano,,No,No,,No,No,No
SAN LUIS,,,No,,,No,,No
SAN LUIS,,Hualtaran,No,,No,No,,No
SAN LUIS,Belgrano,,No,No,,No,Si,
,Belgrano,Las Lagunitas,No,No,No,No,No,No
,Belgrano,Los Molles,,No,No,,No,No
SAN LUIS,,,No,,,No,,
SAN LUIS,,Naranjo Esquino,No,,No,No,,No
SAN LUIS,,Nogolí,No,,Si,No,,No
SAN LUIS,Belgrano,,No,No,,No,No,No
,Belgrano,Pozo Del Tala,,No,No,No,No,
SAN LUIS,Belgrano,Represa Del Carmen,,No,No,,No,No
,Belgrano,San Antonio,,No,No,,No,No
,Belgrano,San Pedro,No,No,No,No,No,No
SAN LUIS,,,No,,,No,,No
SAN LUIS,,Suyuque Nuevo,No,,No,No,,
,Belgrano,Toro Negro,No,No,No,No,No,No
SAN LUIS,Chacabuco,Villa Larca,,No,No,,Si,No
SAN LUIS,Coronel Pringles,,No,No,,No,No,
SAN LUIS,,,No,,No,No,,
SAN LUIS,Coronel Pringles,Cerros Largos,,No,No,,No,No
,Coronel Pringles,Cienaga De Intihuasi,No,No,No,No,No,No
,Coronel Pringles,El Arenal,No,No,No,No,No,
,Coronel Pringles,El Baldecito,,No,No,,No,
SAN LUIS,,El Durazno,No,,No,No,,No
SAN LUIS,,,No,,,Si,,No
SAN LUIS,Coronel Pringles,Eleodoro Lobos,,No,No,,No,
,Coronel Pringles,Estancia Grande,No,No,No,No,No,No
,Coronel Pringles,Fraga,,No,Si,,Si,No
,Coronel Pringles,Intihuasi,No,No,No,No,No,No
SAN LUIS,,,No,,,No,,No
SAN LUIS,,La Florida,No,,No,No,,
SAN LUIS,,,No,,,No,,No
