Provincia,Partido,Localidad,ADSL,DIALUP,FIBRAOPTICA,4G,TELEFONIAFIJA,SATELITAL
BUENOS AIRES,,,No,,,No,,No
BUENOS AIRES,,Micaela Cascallares (Est. Cascallares),No,,Si,Si,,
,Tres Arroyos,Orense,No,Si,Si,Si,Si,No
BUENOS AIRES,Tres Arroyos,Reta,,No,No,,Si,No
,Tres Arroyos,San Francisco de Bellocq,No,No,No,Si,Si,No
BUENOS AIRES,Tres Arroyos,San Mayol,,No,No,,No,
BUENOS AIRES,,Tres Arroyos,Si,,,Si,,Si
BUENOS AIRES,Tres Arroyos,,No,No,,Si,No,No
BUENOS AIRES,,,Si,,,Si,,
BUENOS AIRES,,Martín Coronado,Si,,Si,Si,,
,Tres De Febrero,Pablo Podestá,,No,Si,,Si,No
,Tres De Febrero,Remedios De Escalada,Si,No,Si,Si,Si,No
BUENOS AIRES,,Saenz Peña,Si,,Si,Si,,Si
BUENOS AIRES,,,Si,No,,Si,Si,
BUENOS AIRES,Tres De Febrero,Villa Bosch (Est. Juan Maria Bosch),,No,Si,,Si,No
,Quilmes,Don Bosco,,No,Si,,Si,No
BUENOS AIRES,Quilmes,,Si,Si,,Si,Si,No
BUENOS AIRES,,Ezpeleta Oeste,Si,,Si,Si,,
BUENOS AIRES,,Quilmes,Si,,Si,Si,,Si
BUENOS AIRES,,,Si,,,Si,,No
,Quilmes,San Francisco Solano,Si,No,Si,Si,Si,
,Tres De Febrero,11 De Septiembre,,No,Si,,Si,Si
BUENOS AIRES,Tres De Febrero,,Si,No,,Si,,No
BUENOS AIRES,,Churruca,Si,,Si,Si,,No
BUENOS AIRES,,,Si,,,Si,,No
BUENOS AIRES,Tres De Febrero,,Si,Si,,Si,Si,
,Tres De Febrero,El Libertador,,No,No,,Si,No
BUENOS AIRES,Tres De Febrero,Jose Ingenieros,,No,Si,,Si,No
CORDOBA,General San Martín,Pasco,,No,Si,,Si,
,General San Martín,Sanabria,No,No,No,No,Si,No
CORDOBA,General San Martín,,Si,No,,Si,,No
CORDOBA,,Ticino,No,,Si,Si,,Si
,General San Martín,Tío Pujio,Si,No,Si,Si,Si,No
,General San Martín,Villa Albertina,,No,No,,No,
CORDOBA,General San Martín,,Si,No,,Si,Si,Si
CORDOBA,,,Si,,,Si,,Si
CORDOBA,General San Martín,Villa Oeste,,No,No,,No,
,Ischilín,Avellaneda,,No,No,,No,
,Ischilín,Cañada de Río Pinto,No,No,No,No,No,No
CORDOBA,Ischilín,Chuña,,No,No,,No,Si
CORDOBA,,Copacabana,No,,No,No,,
CABA,COMUNA 01,,Si,,,Si,Si,Si
,Ischilín,Deán Funes,,No,Si,,Si,Si
,Ischilín,Esquina del Alambre,No,No,No,No,No,No
CORDOBA,Ischilín,Los Chañaritos,,No,No,,No,
,Ischilín,Los Pozos,No,No,No,Si,No,
CORDOBA,,,No,,,No,No,No
CORDOBA,,Quilino,Si,,Si,Si,,No
CORDOBA,,,No,,,No,,
CORDOBA,Ischilín,,No,No,,No,No,
,Pilar,Barrio Parque Almirante Irizar (Ap. Kilómetro 61),,No,No,,No,No
BUENOS AIRES,Pilar,Club de Campo Larena - Los Quinchos,,No,No,,No,No
BUENOS AIRES,Pilar,,No,No,,Si,No,
BUENOS AIRES,,,Si,,,Si,,No
,Pilar,Fátima,Si,No,Si,Si,Si,No
,Pilar,La Lonja,,No,Si,,Si,No
BUENOS AIRES,,Los Cachorros,No,,No,Si,,
BUENOS AIRES,Pilar,,No,No,,Si,,No
BUENOS AIRES,Pilar,,No,No,,Si,No,No
BUENOS AIRES,,,No,,,Si,,No
CABA,COMUNA 01,RETIRO,,Si,Si,,Si,Si
,Ischilín,Villa Quilino,,No,Si,,No,
CORDOBA,,Alejandro Roca (Est. Alejandro),Si,,No,Si,,No
CORDOBA,Juárez Celman,,No,No,,No,No,No
CORDOBA,Juárez Celman,,No,No,,Si,Si,
CORDOBA,,Carnerillo,Si,,Si,Si,,Si
,Coronel Suárez,Huanguelén,,Si,Si,,Si,No
,Coronel Suárez,Pasman,No,No,No,No,No,No
,Coronel Suárez,San José,,No,Si,,Si,No
BUENOS AIRES,Coronel Suárez,Santa María,,No,Si,,Si,
BUENOS AIRES,,,No,,,Si,,No
BUENOS AIRES,Coronel Suárez,,No,No,,No,No,No
BUENOS AIRES,Daireaux,Andant,,No,No,,No,
,Daireaux,Arboledas,No,No,No,,Si,No
BUENOS AIRES,,Daireaux,Si,,No,Si,,Si
BUENOS AIRES,,,No,No,,No,No,No
,Daireaux,La Manuela,No,No,No,No,No,
BUENOS AIRES,Daireaux,Salazar,,No,No,,Si,
BUENOS AIRES,Dolores,Dolores,,Si,Si,,Si,No
,Dolores,Sevigne,,No,No,,Si,No
BUENOS AIRES,Carlos Casares,,No,No,,No,Si,No
BUENOS AIRES,,,Si,,,Si,,
,Carlos Casares,Colonia Mauricio,No,No,No,No,No,No
BUENOS AIRES,Carlos Casares,Hortensia,,No,No,,No,No
,Carlos Casares,La Sofía,,No,No,,No,
,Carlos Casares,Mauricio Hirsch,No,No,No,No,Si,No
BUENOS AIRES,,,No,,,Si,,No
BUENOS AIRES,,Ordoqui,No,,No,No,,No
BUENOS AIRES,,,No,,No,No,,
BUENOS AIRES,Carlos Casares,,No,No,,No,Si,
,Carlos Tejedor,Carlos Tejedor,Si,Si,Si,Si,Si,No
BUENOS AIRES,Carlos Tejedor,Colonia Seré,,No,No,,Si,No
BUENOS AIRES,Carlos Tejedor,,No,No,,No,Si,
BUENOS AIRES,,,No,,,No,,No
,Carlos Tejedor,Tres Algarrobos (Est. Cuenca),No,No,No,Si,Si,Si
,Angaco,Villa El Salvador - Villa Sefair,,No,No,,No,No
SAN JUAN,,Villa Sefair (Talacasto),No,,No,No,,
BUENOS AIRES,,,No,,,Si,,No
BUENOS AIRES,Chascomús,,Si,Si,,Si,Si,Si
BUENOS AIRES,,Laguna Vitel,No,,No,Si,,No
BUENOS AIRES,Chascomús,Manuel J. Cobo (Est. Lezama),,No,No,,Si,No
,Chascomús,Villa Parque Girado,,No,No,,No,
BUENOS AIRES,,,No,,,No,,No
BUENOS AIRES,Chivilcoy,,Si,Si,,Si,Si,Si
BUENOS AIRES,,Emilio Ayarza,No,,No,No,,No
BUENOS AIRES,,,Si,,,No,,
,Chivilcoy,La Rica,Si,No,No,No,Si,No
,Chivilcoy,Moquehuá,,No,Si,,Si,No
BUENOS AIRES,Chivilcoy,Ramón Biaus,,No,No,,Si,
,Yavi,Barrios,,No,Si,,No,No
JUJUY,Yavi,,No,No,,No,No,No
BUENOS AIRES,,Carmen de Areco,Si,,No,Si,,No
,Carmen de Areco,Pueblo Gouin,,No,No,,No,No
BUENOS AIRES,Carmen de Areco,Tres Sargentos,,No,No,,Si,
BUENOS AIRES,,,Si,,,Si,,Si
BUENOS AIRES,,Centro Guerrero,No,,Si,No,,No
,Castelli,Cerro de la Gloria,,No,Si,,No,
,Chacabuco,Castilla,No,No,No,No,Si,
,Chacabuco,Chacabuco,Si,Si,Si,Si,Si,No
BUENOS AIRES,Chacabuco,Los Angeles,,No,No,,No,No
BUENOS AIRES,,,Si,,,Si,,
BUENOS AIRES,Chacabuco,,Si,No,,Si,Si,
BUENOS AIRES,Chascomús,Barrio Lomas Altas,,No,No,,No,No
,General Villegas,Villa Saboya,,No,No,,Si,No
,General Villegas,Villa Sauze,No,No,No,No,Si,
BUENOS AIRES,Guaminí,Arroyo Venado,,No,No,,No,
BUENOS AIRES,,Casbas,No,,No,Si,,No
BUENOS AIRES,Guaminí,,No,,,Si,Si,No
BUENOS AIRES,Guaminí,,No,No,,Si,Si,
BUENOS AIRES,,,Si,,,No,,
BUENOS AIRES,Hipólito Yrigoyen,Henderson,,Si,No,,Si,No
,Hipólito Yrigoyen,Herrera Vegas,,No,No,,No,No
BUENOS AIRES,,,Si,,Si,Si,,No
JUJUY,Yavi,,No,No,,No,No,
JUJUY,Yavi,La Intermedia,,No,Si,,No,No
,Zonda,Villa Tacu,No,No,No,No,No,No
SAN LUIS,Ayacucho,,No,No,,No,,No
BUENOS AIRES,,Villa Santos Tesei,Si,,Si,Si,,
BUENOS AIRES,,,No,,,Si,,No
BUENOS AIRES,Ituzaingó,,Si,Si,,Si,Si,Si
,Ituzaingó,Ituzaingó Sur,,No,No,,No,
BUENOS AIRES,Ituzaingó,Villa Gobernador Udaondo,,Si,Si,,Si,No
BUENOS AIRES,José C. Paz,,No,No,,Si,Si,No
BUENOS AIRES,,José C Paz,Si,,Si,Si,,Si
BUENOS AIRES,Necochea,,No,No,,Si,No,
BUENOS AIRES,,,No,,,No,,No
BUENOS AIRES,Necochea,Juan N. Fernández,,No,No,,Si,Si
,Necochea,Necochea - Quequén,,Si,Si,,Si,Si
,Necochea,Nicanor Olivera (Est. La Dulce),Si,Si,No,No,Si,No
,Necochea,Ramón Santamarina,,No,No,,Si,
BUENOS AIRES,,Blancagrande,No,,No,No,,No
BUENOS AIRES,Olavarría,,No,No,,Si,No,No
,Olavarría,Colonia Nievas,,No,No,,No,
,Olavarría,Colonia San Miguel,No,No,No,No,No,
BUENOS AIRES,,,No,,,No,,No
BUENOS AIRES,Olavarría,,Si,No,,Si,Si,Si
,Olavarría,Olavarría,,Si,Si,,Si,
BUENOS AIRES,Olavarría,Recalde,,No,No,,Si,No
BUENOS AIRES,Olavarría,Santa Luisa,,No,No,,No,No
,Chivilcoy,San Sebastián,Si,No,No,No,Si,No
BUENOS AIRES,,,Si,No,,Si,Si,
BUENOS AIRES,,El Arbolito,No,,No,No,,
,Colón,Pearson,No,No,No,No,Si,No
,Colón,Sarasa,,No,No,,No,No
BUENOS AIRES,Colón,Villa Manuel Pomar,,No,No,,No,
,Coronel de Marina L. Rosales,Bajo Hondo,No,No,Si,Si,Si,
BUENOS AIRES,Coronel de Marina L. Rosales,,No,No,,Si,,Si
BUENOS AIRES,,Pago Chico,No,,No,Si,,No
BUENOS AIRES,,,Si,,,Si,,
BUENOS AIRES,Coronel de Marina L. Rosales,,No,No,,Si,No,
,Coronel de Marina L. Rosales,Villa General Arias (Est. Kilómetro 638),,No,Si,,Si,No
BUENOS AIRES,Coronel Dorrego,Aparicio,,No,No,,Si,No
BUENOS AIRES,Coronel Dorrego,,No,No,,No,Si,No
BUENOS AIRES,,Coronel Dorrego,Si,,No,Si,,
,Coronel Dorrego,El Perdido (Est. José A. Guisasola),No,No,Si,Si,Si,No
BUENOS AIRES,Coronel Dorrego,Faro,,No,No,,No,No
BUENOS AIRES,,Irene,No,,No,Si,,No
BUENOS AIRES,Coronel Dorrego,,No,,,Si,Si,
BUENOS AIRES,Coronel Dorrego,,No,No,,Si,No,No
BUENOS AIRES,,,No,,,Si,,No
BUENOS AIRES,Coronel Pringles,Coronel Pringles (Est. Pringles),,Si,Si,,Si,
,Coronel Pringles,El Divisorio,,No,No,,No,No
BUENOS AIRES,,,No,,No,No,,No
BUENOS AIRES,Coronel Pringles,,No,Si,,Si,Si,No
BUENOS AIRES,,,No,,,No,,No
BUENOS AIRES,,Cascadas,No,,No,No,,
,Coronel Suárez,Coronel Suárez,,Si,Si,,Si,No
,Coronel Suárez,Cura Malal,No,No,No,No,No,No
,Coronel Suárez,D'Orbigny,No,No,No,No,No,
BUENOS AIRES,La Costa,Las Toninas,,Si,Si,,Si,No
BUENOS AIRES,,,Si,,,Si,,No
BUENOS AIRES,La Costa,,Si,Si,,Si,Si,No
BUENOS AIRES,La Costa,San Clemente del Tuyú,,Si,Si,,Si,
,La Costa,Santa Teresita - Mar del Tuyú,,Si,Si,,Si,
BUENOS AIRES,,20 De Junio,Si,,No,Si,,No
BUENOS AIRES,,,Si,,,Si,,No
,Puán,Estela,No,No,No,Si,No,
,Puán,Felipe Solá,,No,No,,Si,
BUENOS AIRES,Puán,López Lecube,,No,No,,No,No
,Pehuajó,Francisco Madero,,Si,No,,Si,No
BUENOS AIRES,Pehuajó,,No,No,,No,No,
BUENOS AIRES,,Juan José Paso,No,,Si,Si,,
,Pehuajó,Magdala,,No,No,,Si,No
BUENOS AIRES,Pehuajó,Mones Cazón,,No,No,,Si,No
,Pehuajó,Nueva Plata,No,No,No,No,Si,
,Pehuajó,Pehuajó,,Si,Si,,Si,
BUENOS AIRES,,San Bernardo (Est. Guanaco),No,,No,No,,No
BUENOS AIRES,,,No,,,No,,No
BUENOS AIRES,Pellegrini,,No,No,,Si,No,
BUENOS AIRES,,De Bary,No,,No,No,,
BUENOS AIRES,Pellegrini,Pellegrini,,Si,No,,Si,Si
,Pergamino,Acevedo,,No,No,,Si,No
BUENOS AIRES,,,Si,,,No,,
BUENOS AIRES,Pergamino,,No,No,,Si,No,No
,La Matanza,Ciudad Evita,,Si,Si,,Si,No
,La Matanza,Gonzalez Catán,Si,Si,Si,Si,Si,Si
BUENOS AIRES,,,Si,,,Si,,
BUENOS AIRES,,Isidro Casanova,Si,,Si,Si,,No
BUENOS AIRES,,,Si,,Si,Si,,No
BUENOS AIRES,La Matanza,,Si,Si,,Si,Si,No
,Pergamino,Juan A. de la Peña,No,No,No,No,No,No
BUENOS AIRES,Pergamino,Juan Anchorena (Est. Urquiza),,No,Si,,Si,
BUENOS AIRES,Pergamino,,Si,No,,Si,Si,No
BUENOS AIRES,,,No,,,Si,,No
BUENOS AIRES,,Mariano Benítez,No,,No,No,,
BUENOS AIRES,,,No,No,,Si,No,Si
,Pergamino,Pergamino,Si,Si,Si,Si,Si,Si
BUENOS AIRES,Pergamino,Pinzón,,No,No,,No,No
BUENOS AIRES,Pergamino,Rancagua,,No,Si,,Si,Si
,Pergamino,Villa Angélica (Est. El Socorro),,No,No,,No,
BUENOS AIRES,Pergamino,,No,No,,No,Si,No
BUENOS AIRES,,,No,,,No,,No
,Pila,Pila,No,Si,Si,Si,Si,
BUENOS AIRES,Tres De Febrero,Villa Raffo,,No,Si,,Si,
BUENOS AIRES,Tres Lomas,,No,No,,No,Si,No
BUENOS AIRES,,Tres Lomas,Si,,Si,Si,,No
,Vicente López,Carapachay,,No,Si,,Si,
,Vicente López,Florida,Si,No,Si,Si,Si,
,Vicente López,Florida Oeste,,No,Si,,Si,Si
BUENOS AIRES,Vicente López,La Lucila,,No,Si,,Si,No
BUENOS AIRES,,,Si,,,Si,,
BUENOS AIRES,Vicente López,,Si,Si,,Si,Si,
BUENOS AIRES,Vicente López,Vicente López,,Si,Si,,Si,No
,Vicente López,Villa Adelina,No,No,Si,,No,No
BUENOS AIRES,Vicente López,Villa Martelli,,No,Si,,Si,Si
,Villa Gesell,Mar Azul,,No,No,,Si,
BUENOS AIRES,Villa Gesell,,No,No,,Si,No,No
BUENOS AIRES,,,Si,,,Si,,No
BUENOS AIRES,,Argerich,No,,No,No,,
BUENOS AIRES,Villarino,,No,No,,No,,
,Villarino,Country Los Medanos,No,No,No,No,No,No
BUENOS AIRES,Villarino,Hilario Ascasubi,,No,No,,Si,No
BUENOS AIRES,,,No,,,Si,,No
BUENOS AIRES,,Mayor Buratovich,Si,,Si,Si,,
,Villarino,Médanos,,Si,No,,Si,No
BUENOS AIRES,Villarino,Pedro Luro,,No,Si,,Si,No
BUENOS AIRES,,,No,,,Si,,No
BUENOS AIRES,Zárate,,No,No,,Si,No,
BUENOS AIRES,,,No,,,Si,No,No
BUENOS AIRES,,Escalada,No,,No,No,,No
BUENOS AIRES,Zárate,Lima,,No,Si,,Si,
,Lavalle,Las Violetas,No,No,No,No,No,No
MENDOZA,,Villa Tulumaya,No,,Si,Si,,No
CABA,,,Si,,,Si,,Si
CORDOBA,Marcos Juárez,,Si,No,,Si,No,Si
CORDOBA,,,Si,,,Si,,
CORDOBA,Marcos Juárez,Isla Verde,,No,Si,,Si,No
,Marcos Juárez,Leones,,No,Si,,Si,No
,Pocho,Taninga,No,No,No,No,No,
CORDOBA,Pocho,Villa de Pocho,,No,No,,Si,No
BUENOS AIRES,,Rafael Castillo,Si,,Si,Si,,No
BUENOS AIRES,La Matanza,,Si,,,Si,Si,Si
,La Matanza,San Justo,,Si,Si,,Si,
,La Matanza,Tapiales,Si,Si,Si,Si,Si,
BUENOS AIRES,,,Si,,,Si,,No
SAN LUIS,Libertador Grl. San Martín,,No,No,,No,No,Si
,Libertador Grl. San Martín,Las Lagunas,,No,No,,No,No
SAN LUIS,Libertador Grl. San Martín,Los Comederos,,No,No,,No,
SAN LUIS,Libertador Grl. San Martín,Mesilla Del Cura,,No,No,,No,No
,Zárate,Zárate,Si,No,Si,Si,Si,Si
CABA,COMUNA 01,,Si,Si,,Si,,
CORDOBA,,Los Surgentes,Si,,Si,Si,,
,Marcos Juárez,Marcos Juárez,Si,No,Si,Si,Si,No
,Ensenada,Dique Nº 1,,No,No,,No,No
BUENOS AIRES,Ensenada,Ensenada,,Si,Si,,Si,
,Ensenada,Isla Santiago (Oeste),,No,No,,No,
BUENOS AIRES,Ensenada,,No,No,,Si,No,No
BUENOS AIRES,,Villa Catela,No,,No,Si,,No
BUENOS AIRES,,Belen de Escobar,Si,,Si,Si,,
BUENOS AIRES,,,No,,,Si,,No
,Escobar,Garín,Si,No,Si,Si,Si,Si
,El Alto,Vilismán,,No,No,,No,No
BUENOS AIRES,Esteban Echeverría,,No,No,,Si,,Si
BUENOS AIRES,,Luis Guillón,Si,,Si,Si,,
,Esteban Echeverría,Monte Grande,Si,Si,Si,Si,Si,Si
BUENOS AIRES,Esteban Echeverría,Zona Aeropuerto Internacional Ezeiza,,No,No,,Si,No
BUENOS AIRES,,Arroyo de la Cruz,No,,,Si,,No
BUENOS AIRES,Exaltación de la Cruz,,Si,Si,,Si,Si,
BUENOS AIRES,,,No,,,No,,No
BUENOS AIRES,,El Remanso,Si,,No,Si,,No
,Exaltación de la Cruz,Los Cardales,,Si,No,,Si,
,La Matanza,Villa Luzuriaga,Si,Si,Si,Si,Si,No
BUENOS AIRES,,Virrey Del Pino,Si,,Si,Si,,No
BUENOS AIRES,,,Si,No,,Si,Si,No
BUENOS AIRES,,,No,,,Si,,
BUENOS AIRES,La Plata,,No,No,,No,No,No
,La Plata,Arturo Segui,No,No,No,Si,Si,No
BUENOS AIRES,La Plata,Barrio El Carmen Oeste,,No,No,,No,No
,La Plata,Barrio El Peligro,,No,No,,Si,No
,La Plata,Barrio Gambier,No,No,No,Si,No,
BUENOS AIRES,,,No,,,Si,,No
BUENOS AIRES,,Barrio Las Quintas,No,,No,Si,,No
,La Plata,Lomas de Copello,No,No,No,No,No,
BUENOS AIRES,La Plata,City Bell,,No,Si,,Si,
BUENOS AIRES,La Plata,,No,No,,Si,No,No
BUENOS AIRES,,El Retiro,No,,Si,Si,,No
BUENOS AIRES,La Plata,Esquina Negra,,No,No,,No,
,La Plata,Ignacio Correas,,No,No,No,No,No
,La Plata,Joaquin Gorina,No,No,Si,Si,Si,No
,La Plata,Jose Hernandez,,No,Si,,No,No
BUENOS AIRES,,Jose Melchor Romero,No,,No,Si,,
BUENOS AIRES,,,No,,,Si,,
,La Plata,La Plata,,Si,Si,,Si,Si
,La Plata,La Providencia,No,No,No,No,No,No
,La Plata,Lisandro Olmos,,No,No,,No,
BUENOS AIRES,La Plata,Los Hornos,,No,Si,,No,
BUENOS AIRES,,,No,,,Si,,No
BUENOS AIRES,La Plata,,No,No,,No,No,No
BUENOS AIRES,La Plata,,No,No,,Si,Si,No
BUENOS AIRES,,Rufino De Elizalde,No,,No,Si,,
,La Plata,ruta del sol,,No,No,,No,No
,La Plata,ruta del sol,Si,No,No,Si,No,No
BUENOS AIRES,,Tolosa,No,,Si,Si,,
BUENOS AIRES,,,No,,,Si,,Si
BUENOS AIRES,La Plata,Villa Elisa,,No,Si,,Si,No
,La Plata,Villa Elvira,,No,Si,,No,No
BUENOS AIRES,La Plata,,No,No,,No,No,
BUENOS AIRES,,,No,,,Si,,No
BUENOS AIRES,,Pilar,Si,,Si,Si,,Si
BUENOS AIRES,,,Si,No,,Si,Si,No
,Pilar,Roberto De Vicenzo,No,No,No,Si,No,No
BUENOS AIRES,Pilar,Santa Teresa,,No,No,,No,
BUENOS AIRES,,,No,,,Si,,Si
BUENOS AIRES,,Villa Astolfi,No,,Si,Si,,No
BUENOS AIRES,,,Si,,,Si,Si,No
BUENOS AIRES,,Zelaya,Si,,No,Si,,
BUENOS AIRES,Pinamar,Carilo,,No,No,,No,No
,Pinamar,Ostende,No,No,No,Si,No,No
,Pinamar,Pinamar,,No,Si,,Si,
BUENOS AIRES,Pinamar,Valeria Del Mar,,No,No,,No,No
BUENOS AIRES,,,No,,,Si,,No
BUENOS AIRES,Presidente Perón,,Si,Si,,Si,Si,No
BUENOS AIRES,Puán,17 de Agosto,,No,No,,Si,No
,Puán,Azopardo,No,No,No,No,No,
BUENOS AIRES,,Bordenave,No,,Si,No,,Si
BUENOS AIRES,Puán,,Si,Si,,Si,,No
,Puán,Puán,No,No,Si,Si,Si,
,Puán,San Germán,,No,No,,Si,
BUENOS AIRES,Puán,Villa Castelar (Est. Erize),,No,No,,Si,No
,Puán,Villa Iris,,No,Si,,Si,No
BUENOS AIRES,Punta Indio,,No,No,,No,No,
BUENOS AIRES,,,No,,,No,,No
,Punta Indio,Pipinas,,No,No,,Si,No
BUENOS AIRES,Punta Indio,Punta Indio,,No,No,,Si,No
,Punta Indio,Verónica,,No,Si,,Si,
BUENOS AIRES,Quilmes,Bernal,,Si,Si,,Si,Si
BUENOS AIRES,,,Si,,,Si,,No
CATAMARCA,Fray Mamerto Esquiú,,No,No,,No,No,Si
CATAMARCA,Fray Mamerto Esquiú,,No,No,,No,,No
BUENOS AIRES,,Carlos María Naón,No,,No,Si,,
,9 de Julio,Dudignac,,Si,No,,Si,No
,9 de Julio,La Aurora (Est. La Niña),No,No,No,Si,No,No
BUENOS AIRES,,Manuel B. Gonnet (Est. French),Si,,Si,Si,,
BUENOS AIRES,,,No,,,Si,,
BUENOS AIRES,9 de Julio,Morea,,No,No,,No,No
,9 de Julio,Norumbega,,No,No,,Si,No
BUENOS AIRES,9 de Julio,,Si,No,,No,Si,
BUENOS AIRES,,,No,,,Si,,
BUENOS AIRES,,Carhué,Si,,Si,Si,,No
BUENOS AIRES,,,No,,,Si,Si,No
,Adolfo Alsina,Delfín Huergo,No,No,No,No,No,
BUENOS AIRES,Adolfo Alsina,Espartillar,,No,No,,No,
BUENOS AIRES,,,No,,,No,,No
BUENOS AIRES,,La Pala,No,,No,No,,No
BUENOS AIRES,,,No,,Si,Si,,
BUENOS AIRES,Escobar,,Si,No,,Si,Si,
,Escobar,Loma Verde,No,No,Si,Si,No,No
BUENOS AIRES,Escobar,Maquinista F. Savio (este),,No,Si,,Si,No
,Escobar,Matheu,,No,Si,,Si,
,Escobar,Puerto Paraná,No,No,No,Si,No,
BUENOS AIRES,,,Si,,,Si,,No
BUENOS AIRES,,Canning,Si,,Si,Si,,No
,Fray Mamerto Esquiú,Collagasta,No,No,No,No,No,
CATAMARCA,Fray Mamerto Esquiú,El Hueco,,No,Si,,No,No
BUENOS AIRES,Adolfo Alsina,,No,No,,Si,Si,No
BUENOS AIRES,,Thames,No,,No,No,,No
BUENOS AIRES,Adolfo Alsina,Villa Margarita,,No,No,,No,
,Adolfo Alsina,Yutuyaco,,No,No,No,No,No
,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves (Est. Chaves),Si,Si,Si,Si,Si,No
,Adolfo Gonzales Chaves,De la Garma,,No,Si,,Si,No
BUENOS AIRES,,Juan E. Barra,No,,No,No,,No
BUENOS AIRES,,,No,,,Si,,
BUENOS AIRES,Alberti,Alberti (Est. Andrés Vaccarezza),,Si,Si,,Si,No
,Alberti,Coronel Seguí,No,No,No,No,No,No
BUENOS AIRES,Alberti,Mechita,,No,No,,No,No
,Alberti,Pla,No,No,No,,Si,
BUENOS AIRES,Alberti,,No,No,,Si,No,No
BUENOS AIRES,,Villa María,No,,No,No,,No
BUENOS AIRES,,Villa Ortiz (Est. Coronel Mom),No,,No,Si,,
MISIONES,,,No,,,No,,No
,Apóstoles,San José,Si,No,Si,Si,Si,No
,Almirante Brown,Adrogué,,Si,Si,,Si,Si
BUENOS AIRES,Almirante Brown,,Si,Si,,Si,Si,
BUENOS AIRES,,Claypole,Si,,Si,Si,,
,Almirante Brown,Don Orione,No,No,No,Si,No,No
BUENOS AIRES,Almirante Brown,Glew,,Si,Si,,Si,No
BUENOS AIRES,,Jose Mármol,No,,,Si,,
CATAMARCA,Fray Mamerto Esquiú,,No,No,,No,No,
BUENOS AIRES,,,Si,,,Si,,No
BUENOS AIRES,,Malvinas Argentinas,Si,,Si,Si,,No
,Almirante Brown,Ministro Rivadavia,,Si,Si,,Si,
,Almirante Brown,Rafael Calzada,Si,Si,Si,Si,Si,
BUENOS AIRES,,San Francisco Solano,Si,,Si,Si,,No
BUENOS AIRES,,,Si,Si,,Si,Si,Si
MISIONES,Apóstoles,,No,No,,No,No,
MISIONES,,,No,,,Si,,
BUENOS AIRES,Exaltación de la Cruz,Parada Orlando,,No,No,,No,Si
,Exaltación de la Cruz,Parada Robles - Pavón,,No,Si,,Si,No
,Ezeiza,Aeropuerto Internacional Ezeiza,Si,Si,Si,Si,Si,
BUENOS AIRES,Ezeiza,Canning,,Si,Si,,Si,
BUENOS AIRES,,Carlos Spegazzini,Si,,Si,Si,,Si
BUENOS AIRES,Ezeiza,,Si,,,Si,Si,Si
,Ezeiza,La Unión,,No,Si,,Si,Si
,Eldorado,Nueva Delicia,No,No,No,No,No,
MISIONES,,,No,,,No,,No
BUENOS AIRES,Ezeiza,,Si,Si,,Si,Si,No
,Florencio Varela,Bosques,,Si,Si,,Si,No
BUENOS AIRES,Florencio Varela,El Tropezon,,No,No,,No,
,Florencio Varela,Estanislao Severo Zeballos,,Si,Si,,Si,No
,Florencio Varela,Florencio Varela,Si,Si,Si,Si,Si,Si
BUENOS AIRES,Florencio Varela,,Si,Si,,Si,,
BUENOS AIRES,,Ingeniero Juan Allan,Si,,Si,Si,,No
,Florencio Varela,La Capilla,No,No,Si,Si,Si,No
,La Plata,Villa Parque Sicardi,,No,No,,No,No
,Lanús,Gerli,Si,Si,Si,Si,Si,
,Lanús,Lanús Este,,Si,Si,,Si,Si
BUENOS AIRES,,Lanús Oeste,No,,Si,Si,,No
BUENOS AIRES,Lanús,,Si,Si,,Si,Si,No
BUENOS AIRES,Lanús,,Si,Si,,Si,Si,No
BUENOS AIRES,,,Si,,,Si,,
BUENOS AIRES,Laprida,Laprida,,No,Si,,Si,No
,Laprida,Pueblo Nuevo,,No,No,,No,No
BUENOS AIRES,,Pueblo San Jorge,No,,No,No,,
BUENOS AIRES,Las Flores,,No,No,,No,No,
BUENOS AIRES,Las Flores,El Trigo,,No,Si,,No,No
,Las Flores,Las Flores,Si,No,Si,Si,Si,No
BUENOS AIRES,,,No,No,,Si,No,
BUENOS AIRES,,Alberdi Viejo,Si,,No,Si,,
BUENOS AIRES,,,No,,,No,,Si
BUENOS AIRES,Leandro N. Alem,,No,No,,No,No,No
,Leandro N. Alem,Juan Bautista Alberdi (Est. Alberdi),,No,Si,,Si,No
BUENOS AIRES,Leandro N. Alem,Leandro N. Alem,,No,No,,No,
BUENOS AIRES,Leandro N. Alem,,Si,No,,Si,Si,Si
CATAMARCA,,Pomancillo Este,No,,,No,,No
BUENOS AIRES,,Villa La Florida,Si,,Si,Si,,
BUENOS AIRES,,,No,,,No,Si,
,Ramallo,Las Bahamas,No,No,No,Si,No,No
BUENOS AIRES,Ramallo,Pérez Millán,,No,Si,,Si,No
BUENOS AIRES,Ramallo,Ramallo,,No,Si,,Si,Si
,Ramallo,Villa General Savio (Est. Sánchez),,No,No,,No,
BUENOS AIRES,Ramallo,,Si,No,,Si,Si,No
BUENOS AIRES,,,Si,,,Si,,Si
,Rivadavia,América,Si,No,Si,Si,Si,
